Timestamp,SensorValue,AIScore,Action
1785167330,18.0198,0.726449,FLOWING
1785167331,18.0567,0.726535,FLOWING
1785167331,17.9889,0.726328,FLOWING
1785167332,18.0369,0.726465,FLOWING
1785167332,18.0535,0.7265,FLOWING
1785167333,17.9779,0.726287,FLOWING
1785167334,18.0449,0.726454,FLOWING
1785167334,18.0492,0.726477,FLOWING
1785167335,17.972,0.726257,FLOWING
1785167335,18.0027,0.726325,FLOWING
1785167336,17.9794,0.72626,FLOWING
1785167337,17.9974,0.726293,FLOWING
1785167337,18.0291,0.726385,FLOWING
1785167338,18.0383,0.726382,FLOWING
1785167338,18.0532,0.726419,FLOWING
1785167339,17.9893,0.726244,FLOWING
1785167340,17.9964,0.72626,FLOWING
1785167340,17.995,0.726258,FLOWING
1785167341,17.9582,0.726158,FLOWING
1785167407,18.0056,0.726265,FLOWING
1785167342,17.9678,0.726172,FLOWING
1785167343,17.9996,0.726244,FLOWING
1785167343,17.9911,0.726202,FLOWING
1785167344,18.0133,0.726259,FLOWING
1785167345,17.9943,0.726192,FLOWING
1785167345,18.0039,0.726231,FLOWING
1785167346,17.9437,0.726062,FLOWING
1785167412,18.0273,0.726274,FLOWING
1785167412,18.0064,0.726213,FLOWING
1785167413,17.9562,0.726077,FLOWING
1785167348,17.9385,0.726004,FLOWING
1785167349,17.9886,0.726148,FLOWING
1785167350,17.9713,0.72609,FLOWING
1785167350,17.9373,0.726,FLOWING
1785167351,17.9464,0.726016,FLOWING
1785167352,18.0066,0.72616,FLOWING
1785167352,17.9901,0.726113,FLOWING
1785167352,17.9642,0.726041,FLOWING
1785167353,17.992,0.726107,FLOWING
1785167353,17.9556,0.726005,FLOWING
1785167354,17.9745,0.726031,FLOWING
1785167355,17.9643,0.72601,FLOWING
1785167355,17.9268,0.725885,FLOWING
1785167356,17.9888,0.726045,FLOWING
1785167422,17.9835,0.726044,FLOWING
1785167422,17.9631,0.725979,FLOWING
1785167358,17.9737,0.725995,FLOWING
1785167359,17.9639,0.725963,FLOWING
1785167359,17.9768,0.72599,FLOWING
1785167360,17.9266,0.725861,FLOWING
1785167361,17.9765,0.725971,FLOWING
1785167361,17.9053,0.725787,FLOWING
1785167427,17.9108,0.725776,FLOWING
1785167362,17.9381,0.725858,FLOWING
1785167362,17.9274,0.725801,FLOWING
1785167363,17.9576,0.725894,FLOWING
1785167364,17.9164,0.725764,FLOWING
1785167364,17.9501,0.725857,FLOWING
1785167365,17.8792,0.725653,FLOWING
1785167365,17.9748,0.725907,FLOWING
1785167366,17.9713,0.725901,FLOWING
1785167367,17.8982,0.725697,FLOWING
1785167367,17.9265,0.725769,FLOWING
1785167368,17.8903,0.725662,FLOWING
1785167369,17.9003,0.725665,FLOWING
1785167369,17.9631,0.725829,FLOWING
1785167370,17.9502,0.725799,FLOWING
1785167370,17.9003,0.725652,FLOWING
1785167371,17.877,0.725573,FLOWING
1785167437,17.9167,0.725678,FLOWING
1785167437,17.9183,0.725681,FLOWING
1785167373,17.9138,0.725669,FLOWING
1785167374,17.894,0.725589,FLOWING
1785167374,17.936,0.725712,FLOWING
1785167375,17.8536,0.725483,FLOWING
1785167375,17.9142,0.725644,FLOWING
1785167376,17.943,0.725705,FLOWING
1785167442,17.9374,0.725682,FLOWING
1785167377,17.8425,0.725417,FLOWING
1785167378,17.9087,0.725598,FLOWING
1785167378,17.898,0.725548,FLOWING
1785167379,17.8837,0.725504,FLOWING
1785167380,17.8518,0.72541,FLOWING
1785167380,17.8482,0.725388,FLOWING
1785167381,17.8826,0.725497,FLOWING
1785167381,17.8427,0.725384,FLOWING
1785167447,17.8642,0.72541,FLOWING
1785167448,17.8502,0.72537,FLOWING
1785167448,17.9214,0.725555,FLOWING
1785167449,17.8479,0.725361,FLOWING
1785167449,17.8659,0.725386,FLOWING
1785167450,17.8623,0.725396,FLOWING
1785167451,17.8314,0.725301,FLOWING
1785167451,17.9144,0.725505,FLOWING
1785167452,17.8478,0.725311,FLOWING
1785167452,17.8863,0.725426,FLOWING
1785167453,17.8825,0.725409,FLOWING
1785167454,17.8441,0.725298,FLOWING
1785167454,17.8837,0.725377,FLOWING
1785167455,17.8893,0.725402,FLOWING
1785167455,17.9007,0.72541,FLOWING
1785167456,17.8144,0.725192,FLOWING
1785167457,17.8515,0.725266,FLOWING
1785167457,17.8126,0.725175,FLOWING
1785167458,17.8535,0.725262,FLOWING
1785167458,17.8214,0.72518,FLOWING
1785167459,17.8206,0.725176,FLOWING
1785167460,17.8246,0.725162,FLOWING
1785167460,17.8601,0.72527,FLOWING
1785167461,17.8232,0.725146,FLOWING
1785167461,17.8162,0.725115,FLOWING
1785167462,17.8452,0.725192,FLOWING
1785167397,17.8025,0.72508,FLOWING
1785167398,17.8657,0.725245,FLOWING
1785167398,17.7856,0.72502,FLOWING
1785167399,17.857,0.725201,FLOWING
1785167400,17.8062,0.725051,FLOWING
1785167400,17.835,0.725124,FLOWING
1785167401,17.8466,0.725153,FLOWING
1785167402,17.8628,0.725196,FLOWING
1785167402,17.8518,0.725158,FLOWING
1785167403,17.8553,0.72515,FLOWING
1785167403,17.834,0.725098,FLOWING
1785167404,17.7611,0.724878,FLOWING
1785167405,17.8392,0.725077,FLOWING
1785167405,17.8364,0.725074,FLOWING
1785167406,17.828,0.725043,FLOWING
1785167472,17.8313,0.725043,FLOWING
1785167407,17.8256,0.725035,FLOWING
1785167408,17.7545,0.724839,FLOWING
1785167408,17.8192,0.724993,FLOWING
1785167409,17.7517,0.724797,FLOWING
1785167409,17.7803,0.724883,FLOWING
1785167410,17.7551,0.724794,FLOWING
1785167411,17.7604,0.724801,FLOWING
1785167411,17.767,0.72481,FLOWING
1785167477,17.8165,0.724933,FLOWING
1785167478,17.7852,0.724864,FLOWING
1785167478,17.7778,0.724839,FLOWING
1785167479,17.8293,0.724949,FLOWING
1785167480,17.748,0.724725,FLOWING
1785167480,17.7684,0.724793,FLOWING
1785167481,17.7484,0.724711,FLOWING
1785167481,17.8064,0.724875,FLOWING
1785167482,17.7519,0.724729,FLOWING
1785167483,17.7377,0.724659,FLOWING
1785167483,17.7496,0.724696,FLOWING
1785167484,17.7661,0.724739,FLOWING
1785167484,17.7489,0.724688,FLOWING
1785167485,17.7959,0.724787,FLOWING
1785167486,17.7247,0.724614,FLOWING
1785167486,17.7147,0.72456,FLOWING
1785167487,17.7489,0.724645,FLOWING
1785167487,17.7618,0.724691,FLOWING
1785167488,17.7531,0.724646,FLOWING
1785167489,17.7986,0.724769,FLOWING
1785167489,17.7334,0.724576,FLOWING
1785167490,17.7941,0.724743,FLOWING
1785167490,17.724,0.724547,FLOWING
1785167491,17.6965,0.72446,FLOWING
1785167492,17.7068,0.724485,FLOWING
1785167492,17.7881,0.724696,FLOWING
1785167493,17.7237,0.724521,FLOWING
1785167493,17.7733,0.724636,FLOWING
1785167494,17.7328,0.724533,FLOWING
1785167495,17.696,0.724419,FLOWING
1785167495,17.7539,0.724558,FLOWING
1785167496,17.6849,0.724382,FLOWING
1785167496,17.7467,0.724527,FLOWING
1785167431,17.7674,0.724589,FLOWING
1785167432,17.7562,0.724556,FLOWING
1785167433,17.7308,0.724466,FLOWING
1785167433,17.6903,0.724352,FLOWING
1785167434,17.7325,0.72445,FLOWING
1785167434,17.7528,0.724509,FLOWING
1785167435,17.6868,0.724326,FLOWING
1785167436,17.7321,0.724427,FLOWING
1785167502,17.6809,0.724284,FLOWING
1785167502,17.6792,0.724277,FLOWING
1785167503,17.6887,0.724293,FLOWING
1785167504,17.6587,0.724227,FLOWING
1785167504,17.7244,0.724376,FLOWING
1785167505,17.752,0.724441,FLOWING
1785167505,17.7206,0.724357,FLOWING
1785167506,17.683,0.724249,FLOWING
1785167507,17.6834,0.724249,FLOWING
1785167507,17.6902,0.724262,FLOWING
1785167508,17.7305,0.72436,FLOWING
1785167508,17.717,0.724327,FLOWING
1785167509,17.7231,0.724319,FLOWING
1785167510,17.7298,0.724339,FLOWING
1785167510,17.6459,0.724091,FLOWING
1785167511,17.6515,0.724099,FLOWING
1785167511,17.6707,0.724159,FLOWING
1785167512,17.6546,0.724093,FLOWING
1785167513,17.6694,0.724127,FLOWING
1785167513,17.6661,0.724108,FLOWING
1785167514,17.6945,0.724181,FLOWING
1785167514,17.6302,0.72402,FLOWING
1785167515,17.7204,0.724254,FLOWING
1785167516,17.7026,0.724201,FLOWING
1785167516,17.6349,0.724001,FLOWING
1785167517,17.6187,0.72395,FLOWING
1785167517,17.6179,0.723935,FLOWING
1785167452,17.6369,0.723992,FLOWING
1785167453,17.6787,0.724102,FLOWING
1785167454,17.66,0.724037,FLOWING
1785167454,17.616,0.723915,FLOWING
1785167455,17.6569,0.724019,FLOWING
1785167455,17.619,0.723902,FLOWING
1785167456,17.6039,0.723865,FLOWING
1785167522,17.6343,0.723942,FLOWING
1785167457,17.6289,0.723921,FLOWING
1785167458,17.6767,0.724016,FLOWING
1785167458,17.6262,0.723889,FLOWING
1785167459,17.6519,0.723934,FLOWING
1785167460,17.596,0.72378,FLOWING
1785167460,17.6121,0.723841,FLOWING
1785167461,17.6441,0.723904,FLOWING
1785167527,17.598,0.723775,FLOWING
1785167462,17.585,0.723727,FLOWING
1785167463,17.5933,0.723739,FLOWING
1785167463,17.6639,0.723936,FLOWING
1785167464,17.6122,0.723797,FLOWING
1785167465,17.6356,0.723835,FLOWING
1785167465,17.618,0.723798,FLOWING
1785167466,17.5985,0.723736,FLOWING
1785167532,17.6611,0.723882,FLOWING
1785167532,17.5828,0.723676,FLOWING
1785167533,17.6533,0.72384,FLOWING
1785167534,17.6561,0.723861,FLOWING
1785167534,17.6093,0.723731,FLOWING
1785167535,17.6489,0.723828,FLOWING
1785167535,17.6044,0.723685,FLOWING
1785167536,17.5864,0.723631,FLOWING
1785167537,17.6154,0.723697,FLOWING
1785167537,17.5936,0.723632,FLOWING
1785167538,17.5543,0.72352,FLOWING
1785167538,17.5654,0.723556,FLOWING
1785167539,17.5909,0.723626,FLOWING
1785167540,17.5623,0.723543,FLOWING
1785167540,17.6245,0.723682,FLOWING
1785167541,17.5795,0.723562,FLOWING
1785167541,17.551,0.72347,FLOWING
1785167542,17.5984,0.723609,FLOWING
1785167543,17.5739,0.723534,FLOWING
1785167543,17.5978,0.723575,FLOWING
1785167544,17.5726,0.72351,FLOWING
1785167544,17.5619,0.723486,FLOWING
1785167545,17.5962,0.723552,FLOWING
1785167546,17.5445,0.723399,FLOWING
1785167546,17.5706,0.723463,FLOWING
1785167547,17.5617,0.723451,FLOWING
1785167482,17.6183,0.723581,FLOWING
1785167483,17.5278,0.723337,FLOWING
1785167483,17.5221,0.723317,FLOWING
1785167484,17.6157,0.723559,FLOWING
1785167484,17.5443,0.723351,FLOWING
1785167485,17.5748,0.723438,FLOWING
1785167486,17.526,0.723306,FLOWING
1785167486,17.5171,0.723277,FLOWING
1785167487,17.5968,0.723487,FLOWING
1785167488,17.5102,0.723237,FLOWING
1785167488,17.526,0.723258,FLOWING
1785167489,17.5642,0.723376,FLOWING
1785167489,17.5461,0.7233,FLOWING
1785167490,17.5989,0.723449,FLOWING
1785167491,17.5497,0.723316,FLOWING
1785167491,17.5263,0.723229,FLOWING
1785167557,17.5913,0.723402,FLOWING
1785167492,17.4991,0.723155,FLOWING
1785167493,17.5428,0.723255,FLOWING
1785167493,17.4993,0.723144,FLOWING
1785167494,17.5636,0.723311,FLOWING
1785167495,17.5135,0.723154,FLOWING
1785167495,17.4998,0.723125,FLOWING
1785167496,17.4978,0.723096,FLOWING
1785167562,17.5266,0.723163,FLOWING
1785167497,17.4939,0.723065,FLOWING
1785167498,17.5073,0.7231,FLOWING
1785167498,17.5242,0.723153,FLOWING
1785167499,17.5393,0.723189,FLOWING
1785167500,17.5459,0.723178,FLOWING
1785167500,17.5443,0.723187,FLOWING
1785167501,17.5539,0.7232,FLOWING
1785167501,17.559,0.723213,FLOWING
1785167567,17.5532,0.723178,FLOWING
1785167568,17.4624,0.722925,FLOWING
1785167568,17.466,0.722918,FLOWING
1785167569,17.4701,0.722925,FLOWING
1785167570,17.4925,0.722989,FLOWING
1785167570,17.4954,0.722987,FLOWING
1785167571,17.4816,0.722946,FLOWING
1785167572,17.455,0.722853,FLOWING
1785167572,17.4999,0.722967,FLOWING
1785167573,17.4731,0.722907,FLOWING
1785167573,17.4654,0.722866,FLOWING
1785167574,17.4648,0.722853,FLOWING
1785167575,17.4546,0.72282,FLOWING
1785167575,17.4855,0.722894,FLOWING
1785167576,17.4627,0.722836,FLOWING
1785167576,17.4734,0.72285,FLOWING
1785167577,17.5107,0.722949,FLOWING
1785167578,17.4505,0.722792,FLOWING
1785167578,17.5271,0.722991,FLOWING
1785167579,17.5037,0.72291,FLOWING
1785167579,17.4901,0.722876,FLOWING
1785167580,17.5012,0.722892,FLOWING
1785167581,17.4822,0.722841,FLOWING
1785167581,17.4706,0.722804,FLOWING
1785167582,17.5043,0.722881,FLOWING
1785167582,17.5027,0.722865,FLOWING
1785167518,17.4545,0.722723,FLOWING
1785167518,17.5058,0.722872,FLOWING
1785167519,17.4239,0.722637,FLOWING
1785167519,17.4438,0.722693,FLOWING
1785167520,17.4547,0.722706,FLOWING
1785167521,17.4926,0.722785,FLOWING
1785167521,17.4568,0.722684,FLOWING
1785167522,17.4617,0.722706,FLOWING
1785167522,17.4229,0.722589,FLOWING
1785167523,17.4981,0.722799,FLOWING
1785167524,17.4594,0.722667,FLOWING
1785167524,17.4086,0.722526,FLOWING
1785167525,17.471,0.722684,FLOWING
1785167525,17.4073,0.722499,FLOWING
1785167526,17.4601,0.722645,FLOWING
1785167527,17.3957,0.722456,FLOWING
1785167527,17.3945,0.722443,FLOWING
1785167528,17.4534,0.722594,FLOWING
1785167529,17.465,0.722639,FLOWING
1785167529,17.4511,0.722576,FLOWING
1785167530,17.3951,0.722425,FLOWING
1785167530,17.4538,0.72258,FLOWING
1785167531,17.4386,0.722524,FLOWING
1785167597,17.4543,0.722556,FLOWING
1785167532,17.4341,0.722501,FLOWING
1785167533,17.4332,0.722489,FLOWING
1785167533,17.4687,0.722579,FLOWING
1785167534,17.4525,0.722546,FLOWING
1785167535,17.3734,0.7223,FLOWING
1785167535,17.3783,0.72232,FLOWING
1785167536,17.4477,0.722498,FLOWING
1785167536,17.4328,0.722454,FLOWING
1785167537,17.442,0.72247,FLOWING
1785167538,17.4391,0.722451,FLOWING
1785167538,17.387,0.722314,FLOWING
1785167539,17.441,0.722438,FLOWING
1785167539,17.3622,0.722215,FLOWING
1785167540,17.3654,0.722235,FLOWING
1785167541,17.4088,0.722345,FLOWING
1785167541,17.3841,0.72227,FLOWING
1785167542,17.4421,0.72241,FLOWING
1785167542,17.398,0.72229,FLOWING
1785167543,17.3718,0.722208,FLOWING
1785167544,17.3877,0.722241,FLOWING
1785167544,17.3466,0.722127,FLOWING
1785167545,17.3927,0.722254,FLOWING
1785167545,17.3829,0.722206,FLOWING
1785167546,17.3757,0.722184,FLOWING
1785167612,17.3536,0.722126,FLOWING
1785167547,17.3287,0.722028,FLOWING
1785167548,17.4177,0.722277,FLOWING
1785167548,17.3774,0.722155,FLOWING
1785167549,17.4136,0.722257,FLOWING
1785167549,17.3257,0.722013,FLOWING
1785167550,17.3786,0.722144,FLOWING
1785167551,17.359,0.722071,FLOWING
1785167551,17.3917,0.722156,FLOWING
1785167552,17.341,0.72201,FLOWING
1785167553,17.399,0.722168,FLOWING
1785167553,17.3763,0.722096,FLOWING
1785167554,17.3151,0.721917,FLOWING
1785167554,17.3688,0.722076,FLOWING
1785167555,17.3462,0.722009,FLOWING
1785167556,17.3521,0.722013,FLOWING
1785167556,17.341,0.721961,FLOWING
1785167622,17.3263,0.721928,FLOWING
1785167557,17.3247,0.721908,FLOWING
1785167558,17.3401,0.721953,FLOWING
1785167558,17.3801,0.722048,FLOWING
1785167559,17.3432,0.721925,FLOWING
1785167560,17.311,0.721846,FLOWING
1785167560,17.3053,0.721826,FLOWING
1785167561,17.3728,0.721984,FLOWING
1785167627,17.3021,0.721792,FLOWING
1785167628,17.3263,0.721859,FLOWING
1785167628,17.3697,0.721962,FLOWING
1785167629,17.2859,0.721739,FLOWING
1785167563,17.3668,0.721943,FLOWING
1785167564,17.3283,0.721848,FLOWING
1785167564,17.3236,0.721817,FLOWING
1785167565,17.3586,0.721899,FLOWING
1785167566,17.3052,0.721763,FLOWING
1785167567,17.2876,0.721688,FLOWING
1785167568,17.3378,0.721833,FLOWING
1785167568,17.3287,0.721803,FLOWING
1785167569,17.3449,0.721828,FLOWING
1785167569,17.2647,0.721606,FLOWING
1785167570,17.3397,0.721808,FLOWING
1785167571,17.2933,0.721676,FLOWING
1785167571,17.3484,0.721818,FLOWING
1785167572,17.2784,0.721599,FLOWING
1785167572,17.291,0.721628,FLOWING
1785167573,17.3467,0.721793,FLOWING
1785167574,17.3249,0.721719,FLOWING
1785167574,17.337,0.721739,FLOWING
1785167575,17.3161,0.721669,FLOWING
1785167575,17.2669,0.721547,FLOWING
1785167576,17.2737,0.721537,FLOWING
1785167642,17.2606,0.721509,FLOWING
1785167643,17.253,0.721474,FLOWING
1785167643,17.2561,0.721486,FLOWING
1785167644,17.3076,0.721613,FLOWING
1785167644,17.3255,0.721663,FLOWING
1785167645,17.3083,0.721611,FLOWING
1785167646,17.3034,0.72157,FLOWING
1785167646,17.301,0.721579,FLOWING
1785167647,17.2581,0.721441,FLOWING
1785167647,17.2399,0.721392,FLOWING
1785167648,17.2388,0.721386,FLOWING
1785167649,17.2623,0.721445,FLOWING
1785167649,17.2895,0.721506,FLOWING
1785167650,17.2239,0.72132,FLOWING
1785167650,17.3055,0.721522,FLOWING
1785167651,17.2675,0.72143,FLOWING
1785167652,17.3077,0.721522,FLOWING
1785167652,17.2127,0.721257,FLOWING
1785167653,17.2917,0.721468,FLOWING
1785167653,17.2263,0.72127,FLOWING
1785167654,17.2176,0.721254,FLOWING
1785167655,17.2076,0.721218,FLOWING
1785167655,17.2791,0.721409,FLOWING
1785167656,17.2042,0.721181,FLOWING
1785167656,17.1959,0.721151,FLOWING
1785167657,17.2867,0.72139,FLOWING
1785167592,17.2279,0.721243,FLOWING
1785167593,17.2242,0.721213,FLOWING
1785167593,17.2718,0.721337,FLOWING
1785167594,17.2436,0.721255,FLOWING
1785167595,17.229,0.721219,FLOWING
1785167595,17.2064,0.721144,FLOWING
1785167596,17.2723,0.721307,FLOWING
1785167596,17.1876,0.721078,FLOWING
1785167662,17.2149,0.721138,FLOWING
1785167663,17.2543,0.721248,FLOWING
1785167664,17.1751,0.721017,FLOWING
1785167664,17.2316,0.721153,FLOWING
1785167665,17.2647,0.721244,FLOWING
1785167665,17.1967,0.721058,FLOWING
1785167666,17.2444,0.721175,FLOWING
1785167667,17.1806,0.72099,FLOWING
1785167667,17.1942,0.721031,FLOWING
1785167668,17.2419,0.721144,FLOWING
1785167668,17.1768,0.720958,FLOWING
1785167669,17.2425,0.721126,FLOWING
1785167670,17.1852,0.720983,FLOWING
1785167670,17.1981,0.720991,FLOWING
1785167671,17.151,0.720863,FLOWING
1785167671,17.1582,0.720866,FLOWING
1785167672,17.1628,0.720877,FLOWING
1785167673,17.2265,0.721045,FLOWING
1785167673,17.2012,0.720987,FLOWING
1785167674,17.1801,0.720918,FLOWING
1785167674,17.2204,0.721014,FLOWING
1785167675,17.1765,0.720874,FLOWING
1785167676,17.19,0.720923,FLOWING
1785167676,17.2319,0.72102,FLOWING
1785167677,17.1822,0.720869,FLOWING
1785167677,17.2156,0.720973,FLOWING
1785167613,17.1488,0.72076,FLOWING
1785167613,17.1899,0.720879,FLOWING
1785167614,17.1838,0.720847,FLOWING
1785167614,17.1641,0.720788,FLOWING
1785167615,17.1243,0.720679,FLOWING
1785167616,17.1634,0.720773,FLOWING
1785167616,17.1228,0.720668,FLOWING
1785167682,17.1724,0.720778,FLOWING
1785167617,17.1821,0.720796,FLOWING
1785167618,17.1657,0.720748,FLOWING
1785167619,17.1239,0.720631,FLOWING
1785167619,17.1454,0.720685,FLOWING
1785167620,17.1166,0.720604,FLOWING
1785167620,17.1461,0.720667,FLOWING
1785167621,17.1647,0.720714,FLOWING
1785167687,17.1333,0.720623,FLOWING
1785167622,17.1096,0.720554,FLOWING
1785167623,17.106,0.720542,FLOWING
1785167623,17.1061,0.720541,FLOWING
1785167624,17.1459,0.720627,FLOWING
1785167625,17.1745,0.720689,FLOWING
1785167625,17.1568,0.720634,FLOWING
1785167626,17.0986,0.720491,FLOWING
1785167626,17.1435,0.720589,FLOWING
1785167692,17.0861,0.720429,FLOWING
1785167627,17.1236,0.720532,FLOWING
1785167628,17.1106,0.720486,FLOWING
1785167629,17.0874,0.720402,FLOWING
1785167629,17.1088,0.720474,FLOWING
1785167630,17.092,0.7204,FLOWING
1785167630,17.1601,0.720601,FLOWING
1785167631,17.1348,0.720525,FLOWING
1785167697,17.0855,0.720358,FLOWING
1785167632,17.1156,0.720457,FLOWING
1785167633,17.1509,0.720534,FLOWING
1785167634,17.1537,0.720537,FLOWING
1785167634,17.0677,0.720294,FLOWING
1785167635,17.0882,0.720348,FLOWING
1785167635,17.1529,0.720516,FLOWING
1785167636,17.1522,0.72051,FLOWING
1785167702,17.0789,0.720308,FLOWING
1785167637,17.1078,0.720379,FLOWING
1785167638,17.1115,0.720383,FLOWING
1785167638,17.1304,0.720425,FLOWING
1785167639,17.1078,0.720352,FLOWING
1785167640,17.073,0.72023,FLOWING
1785167640,17.0475,0.720152,FLOWING
1785167641,17.1216,0.720356,FLOWING
1785167641,17.0598,0.720191,FLOWING
1785167642,17.0547,0.720156,FLOWING
1785167643,17.0936,0.720258,FLOWING
1785167643,17.0399,0.720122,FLOWING
1785167644,17.0364,0.720095,FLOWING
1785167644,17.0414,0.720111,FLOWING
1785167645,17.0389,0.720087,FLOWING
1785167646,17.0856,0.72021,FLOWING
1785167646,17.1199,0.720295,FLOWING
1785167712,17.0558,0.720107,FLOWING
1785167713,17.1097,0.720239,FLOWING
1785167714,17.1129,0.72024,FLOWING
1785167714,17.114,0.72026,FLOWING
1785167715,17.0311,0.720001,FLOWING
1785167715,17.1103,0.720218,FLOWING
1785167716,17.0447,0.720026,FLOWING
1785167717,17.0655,0.720091,FLOWING
1785167717,17.0956,0.72016,FLOWING
1785167718,17.0913,0.720152,FLOWING
1785167718,17.0756,0.720081,FLOWING
1785167719,17.0268,0.719959,FLOWING
1785167720,17.0476,0.719996,FLOWING
1785167720,17.0713,0.720064,FLOWING
1785167721,17.0901,0.720093,FLOWING
1785167721,17.0394,0.719947,FLOWING
1785167722,17.0122,0.719883,FLOWING
1785167723,17.0835,0.720058,FLOWING
1785167723,17.0654,0.720012,FLOWING
1785167724,17.0552,0.719977,FLOWING
1785167724,16.9937,0.719808,FLOWING
1785167725,17.0857,0.72005,FLOWING
1785167726,17.0101,0.719826,FLOWING
1785167726,17.0745,0.719982,FLOWING
1785167727,16.988,0.719738,FLOWING
1785168837,17.0258,0.719849,FLOWING
1785168837,17.0427,0.719874,FLOWING
1785168838,16.9842,0.719724,FLOWING
1785168839,17.0336,0.719837,FLOWING
1785168839,17.0227,0.719825,FLOWING
1785168840,17.0044,0.719753,FLOWING
1785168840,17.0129,0.71977,FLOWING
1785169851,16.9998,0.719729,FLOWING
1785169852,16.9874,0.719677,FLOWING
1785169852,17.0627,0.719874,FLOWING
1785169853,16.9872,0.719658,FLOWING
1785169854,16.996,0.719682,FLOWING
1785169854,16.9592,0.719578,FLOWING
1785169855,16.9914,0.71965,FLOWING
1785169855,16.957,0.71955,FLOWING
1785169856,17.0034,0.719671,FLOWING
1785169857,17.0004,0.719659,FLOWING
1785169857,16.9964,0.719647,FLOWING
1785169858,17.0216,0.719701,FLOWING
1785169858,17.0364,0.719745,FLOWING
1785169859,17.0194,0.719684,FLOWING
1785169860,16.9954,0.719624,FLOWING
1785169860,16.9468,0.719481,FLOWING
1785169861,17.037,0.719708,FLOWING
1785169861,17.0171,0.71965,FLOWING
